,playlistID,TrackName,TrackID,SampleURL,ReleaseYear,Genres,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,key,mode,duration_ms,Popularity
11,4XUW6FCXIqh3mBpzkNTGUt,Limbo,60jNEkrHjc7ZnLcIogqhfU,https://p.scdn.co/mp3-preview/d01b265a68d4cc4620e24f4a549f4149152f1a6f?cid=e6a77915d1ff4ea8ba6a2b2025712ac9,04/04/2022,"['latin', 'latin hip hop', 'reggaeton', 'trap latino']",0.805,0.878,-3.826,0.0864,0.0754,0.00329,0.0656,0.922,124.994,7,1,224800,2
12,4XUW6FCXIqh3mBpzkNTGUt,Vorrei Dirti Che è Facile,7tjCahXpKrYkUS50NjL3mx,https://p.scdn.co/mp3-preview/a9b1dd2f01487b64df4396d07dc60a70c1f93b02?cid=e6a77915d1ff4ea8ba6a2b2025712ac9,19/01/2007,[unknown],0.613,0.533,-5.031,0.0276,0.382,1.34E-06,0.127,0.176,107.021,8,1,224680,4
13,4XUW6FCXIqh3mBpzkNTGUt,Army of Lovers (Originally Performed By Lee Ryan) [Full Vocal Version],7CC2R70guBkgSmoJmUtxPy,https://p.scdn.co/mp3-preview/3fe206d254a9bda69a90add5f2a2c0e406000ddb?cid=e6a77915d1ff4ea8ba6a2b2025712ac9,14/02/2013,[unknown],0.601,0.438,-6.331,0.0241,0.136,0,0.254,0.338,77.967,11,1,183880,5
14,4XUW6FCXIqh3mBpzkNTGUt,Dura,7yaw4mfqPH1EalYsYxS298,https://p.scdn.co/mp3-preview/df03cdbdbd24e3f7c04d1e40948661c6140e513f?cid=e6a77915d1ff4ea8ba6a2b2025712ac9,06/04/2022,"['latin', 'latin hip hop', 'reggaeton', 'trap latino']",0.783,0.84,-3.416,0.051,0.174,0,0.412,0.838,95.002,1,1,200480,6
15,4XUW6FCXIqh3mBpzkNTGUt,Harlem Shake,6z2aLI6UtdorYn6f8brJ4c,https://p.scdn.co/mp3-preview/ea49b608a867ee27c3499ae4c8dc0ed39a998801?cid=e6a77915d1ff4ea8ba6a2b2025712ac9,15/02/2013,[unknown],0.64,0.925,-5.398,0.462,0.00688,0.0503,0.253,0.7,139.888,9,1,196772,6
16,4XUW6FCXIqh3mBpzkNTGUt,Teach Me Again,2PrC8phw0Fnhima6tXQPVw,https://p.scdn.co/mp3-preview/b66a3b7a1f3e0e89bf5e08f3ecb2fc1d99e8365a?cid=e6a77915d1ff4ea8ba6a2b2025712ac9,01/01/2006,[unknown],0.453,0.535,-5.886,0.0277,0.418,1.87E-06,0.209,0.256,80.898,7,1,275333,7
17,4XUW6FCXIqh3mBpzkNTGUt,Canos,71FzN5AY1DOghC3tZkeroG,https://p.scdn.co/mp3-preview/1abf1f15e257fac027263b164a51cc275558d75e?cid=e6a77915d1ff4ea8ba6a2b2025712ac9,01/01/2007,"['bergamo indie', 'italian alternative', 'italian indie pop']",0.316,0.94,-5.099,0.468,0.000865,0.00213,0.205,0.371,180.638,2,1,222080,7
18,4XUW6FCXIqh3mBpzkNTGUt,Sentimento,1nwHQS0DmrmSftoiyaEobf,https://p.scdn.co/mp3-preview/bf783b3738194541e4ec4d84f9e2b1b2efabde1b?cid=e6a77915d1ff4ea8ba6a2b2025712ac9,11/06/2013,"['italian adult pop', 'italian pop rock']",0.323,0.194,-8.876,0.0338,0.917,0,0.812,0.231,170.831,1,1,304240,7
19,4XUW6FCXIqh3mBpzkNTGUt,La Vita è uno Specchio,4lAlAHG03QSTzWXE98o7Fq,https://p.scdn.co/mp3-preview/e071caf46e21185c5d6c2ea13979dbc4c57d17ca?cid=e6a77915d1ff4ea8ba6a2b2025712ac9,20/10/2010,[unknown],0.472,0.619,-5.916,0.186,0.479,0,0.0785,0.366,183.846,9,1,212261,7
20,4XUW6FCXIqh3mBpzkNTGUt,Only Words I Know,5zippNNC2i0T88WaF8WqQd,https://p.scdn.co/mp3-preview/02310f4d52d0b3497a8dcba4e7ca165428a0e6b9?cid=e6a77915d1ff4ea8ba6a2b2025712ac9,01/01/2004,"['boy band', 'dance pop', 'europop']",0.74,0.842,-5.391,0.0824,0.0391,0,0.22,0.915,96.953,8,0,238067,8
21,4XUW6FCXIqh3mBpzkNTGUt,I Don't Care (feat. Fat Joe & Amerie) - L.E.X. Reggaeton Mix,2q0nn18fwLgm7grlg1nyQ3,https://p.scdn.co/mp3-preview/0b68d45174d879c343699291b97fc226b01b25e9?cid=e6a77915d1ff4ea8ba6a2b2025712ac9,27/09/2005,"['dance pop', 'latin', 'latin pop', 'mexican pop', 'puerto rican pop']",0.844,0.889,-6.242,0.144,0.015,2.67E-06,0.135,0.623,103.836,10,0,262560,8
22,4XUW6FCXIqh3mBpzkNTGUt,Cry,3I4LxxxxwKUJnZx6aDIhRS,https://p.scdn.co/mp3-preview/24f6dc68fa437ae2f564e8b2d48bc3d1a65296b8?cid=e6a77915d1ff4ea8ba6a2b2025712ac9,2008,[unknown],0.387,0.691,-6.612,0.0323,0.458,0.000176,0.128,0.129,80.004,4,0,273417,8
23,4XUW6FCXIqh3mBpzkNTGUt,Angie,1gncCCpDNRPA9XVFp6OE0O,https://p.scdn.co/mp3-preview/b28215fa6929bdf59a0123b4f206966e22b04b21?cid=e6a77915d1ff4ea8ba6a2b2025712ac9,18/02/2008,[unknown],0.539,0.616,-7.559,0.0317,0.0144,2.64E-06,0.183,0.365,153.832,5,1,253947,8
24,4XUW6FCXIqh3mBpzkNTGUt,Back It Up - Accoustic Version,7uo9oDWBuCrw3pAwcoYhHc,https://p.scdn.co/mp3-preview/90d8e6c7cae4238bd8baa704996ead6d7639d640?cid=e6a77915d1ff4ea8ba6a2b2025712ac9,30/12/2016,[unknown],0.869,0.314,-9.961,0.104,0.637,0,0.118,0.715,105.969,1,1,141557,9
25,4XUW6FCXIqh3mBpzkNTGUt,La giungla degli animali,25763phmw2ataOgJJ6p5jN,https://p.scdn.co/mp3-preview/2e4cc767b716b291e0cf5136e64b5bc5fbbf2e44?cid=e6a77915d1ff4ea8ba6a2b2025712ac9,2007,[unknown],0.744,0.937,-3.32,0.102,0.277,3.99E-06,0.934,0.848,127.034,7,1,226800,10
26,4XUW6FCXIqh3mBpzkNTGUt,Non Basti Tu - digital only,3kJwdSyIcERGMcIcESD1ka,https://p.scdn.co/mp3-preview/95565436c43c4d3c36fbbd1887020a119da39c2a?cid=e6a77915d1ff4ea8ba6a2b2025712ac9,30/09/2005,[unknown],0.636,0.55,-7.544,0.0271,0.141,0,0.197,0.277,132.01,4,1,244520,11
27,4XUW6FCXIqh3mBpzkNTGUt,Ma Chérie - Radio Edit,5pmMd6ZPfVoOMd4J4rWYEC,https://p.scdn.co/mp3-preview/e95a0bdcd7a61b156e2f6ea6baa9dcc37056caa1?cid=e6a77915d1ff4ea8ba6a2b2025712ac9,23/04/2010,"['dance pop', 'pop dance', 'pop rap']",0.649,0.681,-7.426,0.0301,0.00731,3.63E-05,0.138,0.519,128.012,1,1,230764,12
28,4XUW6FCXIqh3mBpzkNTGUt,Scelgo me,52A4ld1e7DcPYJi3GoLp7m,https://p.scdn.co/mp3-preview/093cad01dfcc54797028a6f92a6b40a3bcbadc5c?cid=e6a77915d1ff4ea8ba6a2b2025712ac9,10/04/2012,[unknown],0.324,0.582,-5.259,0.0335,0.541,0,0.128,0.235,80.925,0,1,219951,12
29,4XUW6FCXIqh3mBpzkNTGUt,Fingendo La Poesia,48PrX9V4rOOpB74dEYdiQT,https://p.scdn.co/mp3-preview/3a04fc70bdfa9f6c6bf188386c3454405bb58da6?cid=e6a77915d1ff4ea8ba6a2b2025712ac9,01/01/2004,"['italian alternative', 'italian indie pop']",0.473,0.506,-8.851,0.0269,0.0853,0.203,0.111,0.424,144.101,2,1,235587,13
30,4XUW6FCXIqh3mBpzkNTGUt,Meno male - Remastered 2019,0QZSwe31W0WTu0uY7tFMAn,https://p.scdn.co/mp3-preview/0a9ef762b8b02bc77fd2f2d5e9306c7ffbf1301e?cid=e6a77915d1ff4ea8ba6a2b2025712ac9,08/02/2019,['italian adult pop'],0.683,0.928,-4.134,0.0414,0.0701,0,0.208,0.925,139.952,0,0,178080,13
31,4XUW6FCXIqh3mBpzkNTGUt,Non Capiva Che L'Amavo,5KT3DwUJwSIyJsfK4G9ekY,https://p.scdn.co/mp3-preview/1a86cd5f083bd73908da1dd2b6105cc78b0c9e3f?cid=e6a77915d1ff4ea8ba6a2b2025712ac9,24/05/2011,['italian adult pop'],0.645,0.732,-5.133,0.0274,0.292,0,0.575,0.582,136.007,9,0,209787,14
32,4XUW6FCXIqh3mBpzkNTGUt,Come ti va,0J87HsE3OgSinXInQdP3qF,https://p.scdn.co/mp3-preview/0d6881c133f04bfd3135e5907a7a03c3863e2efd?cid=e6a77915d1ff4ea8ba6a2b2025712ac9,17/03/2015,[unknown],0.559,0.788,-4.643,0.0274,0.00247,0,0.194,0.577,105.036,7,1,209777,16
33,4XUW6FCXIqh3mBpzkNTGUt,Each Tear,5QB4K8oMy9QJz7UZGD3Dp8,https://p.scdn.co/mp3-preview/71b52fddfae629d1142dd1a1e421e1dcf6e12c42?cid=e6a77915d1ff4ea8ba6a2b2025712ac9,01/01/2014,"['dance pop', 'hip pop', 'neo soul', 'r&b', 'urban contemporary']",0.641,0.761,-3.487,0.0905,0.0361,0,0.188,0.767,92.212,11,1,257373,16
34,4XUW6FCXIqh3mBpzkNTGUt,Domo Mia (Duett mit Eros Ramazzotti),0O4nFCop4oFLoiviUHdOVu,https://p.scdn.co/mp3-preview/bc7f9f47bf77a7a02fffbf0d128500f184216ebd?cid=e6a77915d1ff4ea8ba6a2b2025712ac9,18/04/2008,"['italian adult pop', 'musica sarda']",0.536,0.637,-4.317,0.0237,0.215,0,0.0991,0.227,137.909,2,1,231787,17
35,4XUW6FCXIqh3mBpzkNTGUt,Quanto t'ho amato,5c5MReQZGYabq6G8mkKBkC,https://p.scdn.co/mp3-preview/ddd661a48c16d4a78a067f1ec759840fb039814b?cid=e6a77915d1ff4ea8ba6a2b2025712ac9,26/03/2013,[unknown],0.362,0.373,-8.633,0.0326,0.777,0,0.102,0.294,100.652,2,1,251280,18
36,4XUW6FCXIqh3mBpzkNTGUt,Non ci penso mai,2ibovak0w8WI7GFVSqsamR,https://p.scdn.co/mp3-preview/ffa4f6af3207377db2643bc375c8d471b198b25a?cid=e6a77915d1ff4ea8ba6a2b2025712ac9,26/06/2012,['italian pop rock'],0.691,0.921,-4.829,0.179,0.19,0,0.465,0.666,77.555,11,0,202627,18
37,4XUW6FCXIqh3mBpzkNTGUt,(Tanto)3,7mudsRViOj9ZC9msuBO5CJ,https://p.scdn.co/mp3-preview/034f4aef7f1cd9ce0bdd7848ff518dc4e6f482df?cid=e6a77915d1ff4ea8ba6a2b2025712ac9,01/01/2012,"['classic italian pop', 'italian adult pop', 'italian pop']",0.787,0.876,-4.323,0.102,0.113,4.82E-05,0.116,0.793,107.991,2,1,209547,19
38,4XUW6FCXIqh3mBpzkNTGUt,A braccia aperte - Remastered 2019,4LSLO68s6XWCT9VnGyvQYt,https://p.scdn.co/mp3-preview/ce0a141ebd9ffec6c4ff76ae0d02a5e5cddbd8ea?cid=e6a77915d1ff4ea8ba6a2b2025712ac9,07/11/2003,"['classic italian pop', 'italian adult pop']",0.713,0.405,-8.332,0.0397,0.51,4.57E-06,0.112,0.243,127.985,0,1,301907,19
39,4XUW6FCXIqh3mBpzkNTGUt,Don't Call Me Baby (Can't Take My Eyes Off of You),7c68juWYuBuTM1SRAKiQrZ,https://p.scdn.co/mp3-preview/2dd2211a374aa3005244db49cff48374a55fb14c?cid=e6a77915d1ff4ea8ba6a2b2025712ac9,31/03/2015,"['classic italian pop', 'italian adult pop', 'ye ye']",0.74,0.511,-8.454,0.0638,0.047,2.03E-06,0.0642,0.381,122.055,10,0,326080,20
40,4XUW6FCXIqh3mBpzkNTGUt,Tangled Up,0XlY9rzHwQBM9dm3G2xC7O,https://p.scdn.co/mp3-preview/4ea3bbe84c10088341973f0770321558aac8d305?cid=e6a77915d1ff4ea8ba6a2b2025712ac9,03/05/2013,"['dutch pop', 'electro swing', 'nu jazz']",0.926,0.42,-5.188,0.0461,0.37,2.46E-06,0.119,0.919,101.045,9,0,195200,20
41,4XUW6FCXIqh3mBpzkNTGUt,Meno male,2Yu5B3SKyksXfnGCrdHEth,https://p.scdn.co/mp3-preview/f566de3b6daeb739b1c923a64895444738aac9e1?cid=e6a77915d1ff4ea8ba6a2b2025712ac9,17/02/2010,['italian adult pop'],0.718,0.895,-5.734,0.0471,0.0354,0,0.184,0.942,139.891,0,0,177840,20
42,4XUW6FCXIqh3mBpzkNTGUt,Ninna nanna,3jadmdBOsJ8THEt1GqDDKI,https://p.scdn.co/mp3-preview/e046c56dee0a60f503b5eac2ec82f1097473bc38?cid=e6a77915d1ff4ea8ba6a2b2025712ac9,02/03/2007,[unknown],0.684,0.563,-5.957,0.0315,0.694,8.07E-06,0.11,0.696,120.031,11,0,221507,21
43,4XUW6FCXIqh3mBpzkNTGUt,Ti Vorrei Sollevare,3wuZTQ5b3ERltkpcCxBy6s,https://p.scdn.co/mp3-preview/adcd143fc384d4d1276136357b6bdf84734d5ea3?cid=e6a77915d1ff4ea8ba6a2b2025712ac9,19/08/2008,"['italian adult pop', 'italian pop']",0.496,0.685,-4.087,0.0277,0.411,0,0.157,0.364,154.077,4,1,268560,21
44,4XUW6FCXIqh3mBpzkNTGUt,Luca era gay,4jrNapgp4nCNJKZwkiXCkX,https://p.scdn.co/mp3-preview/505bb606bae51faed580b4b433246a8132b6a958?cid=e6a77915d1ff4ea8ba6a2b2025712ac9,18/02/2009,['italian adult pop'],0.742,0.607,-6.524,0.0627,0.277,0,0.292,0.691,90.015,11,1,249574,21
45,4XUW6FCXIqh3mBpzkNTGUt,In un giorno qualunque - new vrs,5SQO6Gu29241rcHurBE5fG,https://p.scdn.co/mp3-preview/1ddd96e720838259583740572140abf47ee25c83?cid=e6a77915d1ff4ea8ba6a2b2025712ac9,01/10/2010,"['italian adult pop', 'italian pop', 'italian pop rock']",0.582,0.386,-10.728,0.0299,0.00381,2.35E-06,0.369,0.263,117.921,4,1,226253,21
46,4XUW6FCXIqh3mBpzkNTGUt,Fade Out Lines,6x1Fl07O0nOfltAnGPU3yw,https://p.scdn.co/mp3-preview/83aa9f833ae15cbdfe07de62a8f23653031fc613?cid=e6a77915d1ff4ea8ba6a2b2025712ac9,03/03/2014,"['deep euro house', 'new french touch', 'tropical house']",0.855,0.693,-5.662,0.0308,0.0165,0.0794,0.118,0.687,119.005,8,0,276000,21
47,4XUW6FCXIqh3mBpzkNTGUt,Arnold Layne - 2010 Remastered Version,4lxtVzZFUH7n26Cdz2iqCO,https://p.scdn.co/mp3-preview/d153bcb90c6ccc073cabe207d9abca8af5f7ae0a?cid=e6a77915d1ff4ea8ba6a2b2025712ac9,11/10/2010,"['album rock', 'art rock', 'classic rock', 'progressive rock', 'psychedelic rock', 'rock', 'symphonic rock']",0.291,0.567,-8.396,0.0328,0.25,8.39E-06,0.103,0.254,132.594,2,1,174116,21
48,4XUW6FCXIqh3mBpzkNTGUt,Guardami Negli Occhi (Prego),5CQWFr3YSGlBJvGHUk1w8v,https://p.scdn.co/mp3-preview/4e49b27dd162f0e54579f204163b9c3a35ab6e20?cid=e6a77915d1ff4ea8ba6a2b2025712ac9,24/05/2011,['italian adult pop'],0.566,0.71,-5.883,0.0363,0.381,0,0.132,0.717,86.015,6,0,200040,22
49,4XUW6FCXIqh3mBpzkNTGUt,Waves of Luv - Soulstatic Radio Mix,08totJrrxaxSUbD9HT8ta2,https://p.scdn.co/mp3-preview/7e9a2e751c5deee86ead5b810ec621c2d5bf5139?cid=e6a77915d1ff4ea8ba6a2b2025712ac9,25/08/2010,[unknown],0.804,0.783,-6.274,0.0751,0.018,0.0136,0.0643,0.949,108.477,2,1,227707,22
50,4XUW6FCXIqh3mBpzkNTGUt,Una Poesia Anche Per Te (Life Goes On),5cwaTrun3yFexBrUjcWt16,https://p.scdn.co/mp3-preview/24cfdd4c22be51affa457faf133d0d2ed3eab4b6?cid=e6a77915d1ff4ea8ba6a2b2025712ac9,2004,"['italian adult pop', 'italian pop']",0.368,0.576,-5.025,0.0307,0.684,1.15E-06,0.114,0.155,135.014,0,1,315827,22
51,4XUW6FCXIqh3mBpzkNTGUt,Con me o contro di me,76d3DX7NGEn9JOSwxgwUHT,https://p.scdn.co/mp3-preview/e88c2d5d62bcab495d39a178ab5f5469e8e9a54a?cid=e6a77915d1ff4ea8ba6a2b2025712ac9,31/05/2019,"['beat italiano', 'classic italian pop', 'italian adult pop']",0.606,0.686,-5.223,0.0377,0.0905,0,0.088,0.164,130.151,11,0,219080,22
52,4XUW6FCXIqh3mBpzkNTGUt,Salvami,5Bobq0LkpfHgBTxxIY3B2f,https://p.scdn.co/mp3-preview/95d0f7ce0dd08a51c9edc2e19252c6c55ebdb983?cid=e6a77915d1ff4ea8ba6a2b2025712ac9,30/10/2015,"['classic italian pop', 'italian adult pop']",0.507,0.596,-6.426,0.0311,0.327,0,0.189,0.411,127.85,11,0,210547,22
53,4XUW6FCXIqh3mBpzkNTGUt,The Message,02O1PKwqaptDV00i7Bn72w,https://p.scdn.co/mp3-preview/2a66e7b8d1e69473189dd1f6d9d984138f0678cf?cid=e6a77915d1ff4ea8ba6a2b2025712ac9,22/02/2005,[unknown],0.745,0.75,-4.329,0.0499,0.0595,0,0.383,0.647,120.085,9,1,201227,23
54,4XUW6FCXIqh3mBpzkNTGUt,Solo3Min,0TXCfBmuzPnnM6VbRoZqS2,https://p.scdn.co/mp3-preview/8ddcaaa41823291370cdd0302906d09501097361?cid=e6a77915d1ff4ea8ba6a2b2025712ac9,06/11/2012,"['classic italian pop', 'italian adult pop', 'italian pop']",0.594,0.443,-7.426,0.0305,0.531,0,0.107,0.266,139.77,4,1,220653,23
55,4XUW6FCXIqh3mBpzkNTGUt,Ma Dai,16SrA0ZDwoNnoIEfbb3wsS,https://p.scdn.co/mp3-preview/8021547fe14b51e109b4dda6f89a09c7adf62f81?cid=e6a77915d1ff4ea8ba6a2b2025712ac9,02/05/2003,['italian lounge'],0.749,0.85,-6.554,0.0809,0.0462,2.38E-06,0.0372,0.899,93.971,7,1,228853,24
56,4XUW6FCXIqh3mBpzkNTGUt,Mentre Tutto Scorre,0VT8u5ioEozf0Fx23vV9SH,https://p.scdn.co/mp3-preview/e622016b0498d261ecdb8cac719950c033c6f182?cid=e6a77915d1ff4ea8ba6a2b2025712ac9,06/11/2012,"['classic italian pop', 'italian adult pop', 'italian pop']",0.5,0.887,-3.995,0.0451,0.0182,0,0.173,0.714,90.035,4,0,202000,24
57,4XUW6FCXIqh3mBpzkNTGUt,The Horns (feat. Greg Nice & DJ Kool) - Remix,6RaTsPuNlyZ5DtAzAVFDNs,https://p.scdn.co/mp3-preview/e2355473a967425eba4d75457aa15beb3db9f9f4?cid=e6a77915d1ff4ea8ba6a2b2025712ac9,27/11/2015,['basshall'],0.742,0.862,-3.171,0.259,0.00222,0.0017,0.386,0.674,101.972,7,1,213000,24
58,4XUW6FCXIqh3mBpzkNTGUt,Where Is The Love?,1C3nvzCphqKESjD3LZ8LaN,https://p.scdn.co/mp3-preview/01d0b5325df70d702a24b68e5319bc6b9c62c524?cid=e6a77915d1ff4ea8ba6a2b2025712ac9,03/01/2020,"['dance pop', 'pop', 'pop rap']",0.832,0.702,-3.236,0.173,0.103,0,0.128,0.814,94.097,5,1,273813,25
59,4XUW6FCXIqh3mBpzkNTGUt,Sei solo tu,6CmkvFbjDInEHCz1lQtdfi,https://p.scdn.co/mp3-preview/2ee4fb40f465fac0cf556fc166640b29d9ab958e?cid=e6a77915d1ff4ea8ba6a2b2025712ac9,16/11/2010,"['europop', 'italian adult pop']",0.494,0.68,-5.993,0.037,0.436,0,0.3,0.649,95.422,4,0,195483,25
60,4XUW6FCXIqh3mBpzkNTGUt,L'Eccezione,61NtoylkRdEG9jLnUdiy4x,https://p.scdn.co/mp3-preview/5b700df21cfbba281ce96f1fc84715cc0fc5b3a8?cid=e6a77915d1ff4ea8ba6a2b2025712ac9,13/04/2018,"['classic italian pop', 'italian adult pop']",0.474,0.197,-10.143,0.0565,0.838,0,0.372,0.289,138.29,4,1,220920,25
61,4XUW6FCXIqh3mBpzkNTGUt,Stardust,3CyOKghsIoAT9UFPWK5X4X,https://p.scdn.co/mp3-preview/c7adb3f9dd132a79c3061d59d22927b2eb783eb9?cid=e6a77915d1ff4ea8ba6a2b2025712ac9,01/01/2012,"['dance pop', 'europop', 'pop']",0.572,0.889,-4.68,0.0532,0.0525,9.89E-05,0.154,0.301,130.031,11,1,198067,25
62,4XUW6FCXIqh3mBpzkNTGUt,Splendida ostinazione,3VvQKgYe2AFWcoZ2Xe23kr,https://p.scdn.co/mp3-preview/6f4de3b9971e230ba51e1bf80ac8e5dd2cfc7c0f?cid=e6a77915d1ff4ea8ba6a2b2025712ac9,13/05/2016,"['italian adult pop', 'italian pop rock']",0.59,0.625,-5.352,0.0296,0.0967,0,0.111,0.313,115.945,5,0,196475,25
63,4XUW6FCXIqh3mBpzkNTGUt,Luca lo stesso,4lVvxrAtSp1N440lLfAIDr,https://p.scdn.co/mp3-preview/688f9cf17294851891b0adf7c96dbbc9f81cfd89?cid=e6a77915d1ff4ea8ba6a2b2025712ac9,21/08/2015,"['bow pop', 'classic italian pop', 'italian adult pop']",0.576,0.743,-4.175,0.0702,0.00675,0,0.431,0.597,93.992,1,1,206867,25
64,4XUW6FCXIqh3mBpzkNTGUt,Salvami,02frGCOeMo7v05sEKb2VHK,https://p.scdn.co/mp3-preview/4e325c6dd51cdf90e1615ed6a319ebf35a69e82e?cid=e6a77915d1ff4ea8ba6a2b2025712ac9,2002,"['classic italian pop', 'italian adult pop', 'italian pop']",0.573,0.849,-5.139,0.108,0.188,0,0.0565,0.739,163.628,5,1,246373,26
65,4XUW6FCXIqh3mBpzkNTGUt,You You You,3zY1zgxiQdBG6sKpIQa6oD,https://p.scdn.co/mp3-preview/79a1b76c51fcb41d11c937a88bf1e2f026ded257?cid=e6a77915d1ff4ea8ba6a2b2025712ac9,2005,[unknown],0.821,0.668,-5.616,0.101,0.0469,5.39E-06,0.188,0.914,123.022,2,1,242453,26
66,4XUW6FCXIqh3mBpzkNTGUt,Mondo - Original Demo,7HliVZFQt4oaxqXc79K56k,https://p.scdn.co/mp3-preview/b4fb0a8ca950a67898643ffef946a28bdbd7d1f9?cid=e6a77915d1ff4ea8ba6a2b2025712ac9,06/12/2019,"['classic italian pop', 'italian adult pop', 'italian indie pop']",0.62,0.692,-5.612,0.0362,0.193,0,0.0741,0.961,153.991,7,0,244947,26
67,4XUW6FCXIqh3mBpzkNTGUt,L'uomo più semplice,17dWo4LFKaHKCbdrARJfL6,https://p.scdn.co/mp3-preview/8cbd1470dbc1dd0093ba490d8f939d4f1c80709a?cid=e6a77915d1ff4ea8ba6a2b2025712ac9,01/01/2013,"['classic italian pop', 'italian adult pop']",0.617,0.878,-3.909,0.0353,0.00361,0.00114,0.469,0.76,126.032,7,1,255297,26
68,4XUW6FCXIqh3mBpzkNTGUt,Dimentica,4pyw0ZlLMiUmTnZtO8Pz6m,https://p.scdn.co/mp3-preview/e344143b0e95d8b140b48637825034322ce86b4f?cid=e6a77915d1ff4ea8ba6a2b2025712ac9,26/05/2006,"['classic italian pop', 'europop', 'italian adult pop']",0.524,0.547,-7.233,0.0261,0.0508,1.01E-06,0.0939,0.186,83.948,6,1,282587,27
69,4XUW6FCXIqh3mBpzkNTGUt,Briciole,6Nhr6EnDELoJ1jNCAwp4MO,https://p.scdn.co/mp3-preview/eab412b9bef7fe8ee09c78d5bce77a376c4dcc38?cid=e6a77915d1ff4ea8ba6a2b2025712ac9,09/04/2009,"['italian adult pop', 'italian pop']",0.594,0.67,-3.18,0.0359,0.523,0,0.214,0.385,125.958,3,0,201920,27
