,playlistID,TrackName,TrackID,SampleURL,ReleaseYear,Genres,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,key,mode,duration_ms,Popularity
10,6DjIRlc7hnwSYT3lf95eVy,Christmas EveL,5npCUsfrlhdyjxyCa32maW,https://p.scdn.co/mp3-preview/6ad7972688cca3940658ca6d04d7d36dcd6366ea?cid=e6a77915d1ff4ea8ba6a2b2025712ac9,2021-11-29,"['k-pop', 'k-pop boy group']",0.878,0.777,-3.702,0.163,0.0437,0.0,0.401,0.878,139.989,5,0,178530,71.0
11,6DjIRlc7hnwSYT3lf95eVy,Love My Life,1YW369EbVyjpeLE3YbsjKQ,https://p.scdn.co/mp3-preview/289764262574e9789b9852f12ae0971d0fc39497?cid=e6a77915d1ff4ea8ba6a2b2025712ac9,2016-11-04,"['dance pop', 'dance rock', 'europop']",0.543,0.686,-7.061,0.0285,0.00601,5.23e-06,0.133,0.375,95.995,10,1,208320,59.0
12,6DjIRlc7hnwSYT3lf95eVy,Paris,72jbDTw1piOOj770jWNeaG,https://p.scdn.co/mp3-preview/ca8170e4293032492b950cb4bdba29115cb069ec?cid=e6a77915d1ff4ea8ba6a2b2025712ac9,2017-04-07,"['dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'tropical house']",0.653,0.658,-6.428,0.0304,0.0215,1.66e-06,0.0939,0.219,99.99,2,1,221507,74.0
13,6DjIRlc7hnwSYT3lf95eVy,DJ Got Us Fallin' In Love (feat. Pitbull),4356Typ82hUiFAynbLYbPn,https://p.scdn.co/mp3-preview/59848c60516323a7d87eaf5b26d6d5188343377c?cid=e6a77915d1ff4ea8ba6a2b2025712ac9,2010-03-30,"['atl hip hop', 'contemporary r&b', 'dance pop', 'pop', 'r&b', 'south carolina hip hop', 'urban contemporary']",0.663,0.861,-3.398,0.109,0.0338,0.0,0.082,0.654,119.963,7,0,220800,79.0
14,6DjIRlc7hnwSYT3lf95eVy,No Lie,48QmG1dfvMuYLxMPt7KSRA,https://p.scdn.co/mp3-preview/844dafd03c3191e7fdce735b8a35bb824f1de948?cid=e6a77915d1ff4ea8ba6a2b2025712ac9,2018-06-29,"['dance pop', 'dancehall', 'pop', 'pop rap']",0.742,0.882,-2.862,0.117,0.0466,0.0,0.206,0.463,102.04,7,1,221176,84.0
15,6DjIRlc7hnwSYT3lf95eVy,Bah oé,2Yruxx4Hsu5EVWGwhDbqg6,https://p.scdn.co/mp3-preview/aeac7c1ff5bdba511fb0fcb982f68a8f821de49d?cid=e6a77915d1ff4ea8ba6a2b2025712ac9,2021-01-08,"['french hip hop', 'pop urbaine', 'rap francais']",0.733,0.371,-13.186,0.709,0.469,8.53e-05,0.148,0.213,80.278,1,0,197747,50.0
16,6DjIRlc7hnwSYT3lf95eVy,Hi Kids,0Bul5vLKxKYJ8CUYOTbVk1,https://p.scdn.co/mp3-preview/e9eb7996484c59bef200b47426efb08aac1fb2fc?cid=e6a77915d1ff4ea8ba6a2b2025712ac9,2012-03-23,['german hip hop'],0.578,0.739,-5.131,0.207,0.0055,0.0,0.152,0.685,180.04,11,0,194813,54.0
17,6DjIRlc7hnwSYT3lf95eVy,Brooklyn Baby,0CuQKW9YZZA3vcnfpKLCSj,https://p.scdn.co/mp3-preview/444a7447fa13dae716e70105508398ad0750e6bf?cid=e6a77915d1ff4ea8ba6a2b2025712ac9,2014-01-01,"['art pop', 'pop']",0.404,0.664,-6.698,0.0407,0.542,0.00402,0.11,0.0949,107.747,1,1,351640,56.0
18,6DjIRlc7hnwSYT3lf95eVy,High Enough - RAC Remix,1cxttvflVlYD4QA34tR5Yj,https://p.scdn.co/mp3-preview/166483f50fcc1c0445871448e090bc5491539fa8?cid=e6a77915d1ff4ea8ba6a2b2025712ac9,2017-08-04,"['electropop', 'escape room', 'hip pop', 'modern rock', 'pop', 'rock']",0.324,0.681,-4.697,0.0373,0.24,0.354,0.0783,0.294,132.993,7,1,208867,71.0
19,6DjIRlc7hnwSYT3lf95eVy,Heat Waves,3USxtqRwSYz57Ewm6wWRMp,https://p.scdn.co/mp3-preview/1ac449e52145d1c44dc4346afdb2d8b70e93969b?cid=e6a77915d1ff4ea8ba6a2b2025712ac9,2020-08-07,"['gauze pop', 'indietronica', 'shiver pop']",0.761,0.525,-6.9,0.0944,0.44,6.7e-06,0.0921,0.531,80.87,11,1,238805,87.0
20,6DjIRlc7hnwSYT3lf95eVy,Beautiful Madness,4tfLFDGypUWad5AT6772If,https://p.scdn.co/mp3-preview/d36da55e0d4648125d98d8ff524ff336100cf4f5?cid=e6a77915d1ff4ea8ba6a2b2025712ac9,2020-05-01,['german pop'],0.705,0.765,-6.479,0.037,0.222,0.000124,0.07,0.93,90.051,8,0,175406,60.0
21,6DjIRlc7hnwSYT3lf95eVy,Life Goes On,5FVbvttjEvQ8r2BgUcJgNg,https://p.scdn.co/mp3-preview/5827da47ea5ef2d768e7f9dc8226182080c7a99f?cid=e6a77915d1ff4ea8ba6a2b2025712ac9,2020-11-20,"['k-pop', 'k-pop boy group']",0.566,0.716,-5.733,0.0424,0.00691,0.0,0.37,0.45,81.068,1,1,207481,80.0
22,6DjIRlc7hnwSYT3lf95eVy,Quero Estar,3mUr8yM3UMu7DbIRxgTe0i,https://p.scdn.co/mp3-preview/93de8cc8ee3f463d670af7d616250a4f5b63c4dd?cid=e6a77915d1ff4ea8ba6a2b2025712ac9,2019-07-18,"['hip hop tuga', 'portuguese pop']",0.713,0.827,-5.902,0.103,0.448,0.000202,0.102,0.189,100.948,4,0,230495,40.0
23,6DjIRlc7hnwSYT3lf95eVy,Can We Pretend (feat. Cash Cash),3O0e0LHTpza0rYVDbZfQ4r,https://p.scdn.co/mp3-preview/935029e75356fc7f2b51c739eaf3df217d43afc0?cid=e6a77915d1ff4ea8ba6a2b2025712ac9,2019-04-11,"['dance pop', 'pop', 'post-teen pop']",0.524,0.806,-3.447,0.406,0.197,0.0,0.101,0.45,115.172,1,0,224360,62.0
24,6DjIRlc7hnwSYT3lf95eVy,Wildest Dreams,3fVnlF4pGqWI9flVENcT28,https://p.scdn.co/mp3-preview/3792ad545ad3680e6a847435c689b3ffb2e809f8?cid=e6a77915d1ff4ea8ba6a2b2025712ac9,2014-01-01,['pop'],0.553,0.664,-7.417,0.0741,0.0709,0.0056,0.106,0.467,140.06,8,1,220440,79.0
25,6DjIRlc7hnwSYT3lf95eVy,Crazy in Love (feat. Jay-Z),0klMKiGV38IRaBo3jjt3oC,https://p.scdn.co/mp3-preview/830dc614a7b9bf49e6d11901008d6fa20504115e?cid=e6a77915d1ff4ea8ba6a2b2025712ac9,2003-11-28,"['dance pop', 'pop', 'r&b']",0.64,0.767,-5.829,0.218,0.00068,3.06e-06,0.049,0.642,99.211,7,1,249000,37.0
26,6DjIRlc7hnwSYT3lf95eVy,All We Need Is Love (feat. Jake Isaac) - Duet Version,2aL8rs20gercNkd8XHRR05,https://p.scdn.co/mp3-preview/88cbce2ddd5edc8bfa262ca61e3f46a83fbd7d25?cid=e6a77915d1ff4ea8ba6a2b2025712ac9,2020-12-11,"['german pop', 'swiss pop']",0.632,0.84,-4.614,0.0635,0.0251,0.0,0.45,0.505,92.42,8,1,178907,41.0
27,6DjIRlc7hnwSYT3lf95eVy,I Want More,4ZWyj5whGZ3nNLwOtOLrMt,https://p.scdn.co/mp3-preview/cec8b20295f5e0108a76869747e980b839b54b5b?cid=e6a77915d1ff4ea8ba6a2b2025712ac9,2021-02-19,"['big room', 'dance pop', 'deep house', 'dutch edm', 'edm', 'electro house', 'house', 'pop dance', 'pop edm', 'slap house', 'tropical house']",0.746,0.888,-6.15,0.0726,0.0401,0.00191,0.0835,0.296,124.954,1,1,129600,63.0
28,6DjIRlc7hnwSYT3lf95eVy,I Didn't Change My Number,7bcy34fBT2ap1L4bfPsl9q,https://p.scdn.co/mp3-preview/1b315f15386ad64a1be16a0a5613650ecaadcc6b?cid=e6a77915d1ff4ea8ba6a2b2025712ac9,2021-07-30,"['art pop', 'electropop', 'pop']",0.849,0.48,-5.835,0.226,0.612,0.269,0.295,0.677,142.021,9,1,158463,76.0
29,6DjIRlc7hnwSYT3lf95eVy,Time of Our Lives,2bJvI42r8EF3wxjOuDav4r,https://p.scdn.co/mp3-preview/98acede443c4437c1b0feed4e9aa5b6265dd35dd?cid=e6a77915d1ff4ea8ba6a2b2025712ac9,2014-11-21,"['dance pop', 'latin', 'miami hip hop', 'pop', 'pop rap']",0.721,0.802,-5.797,0.0583,0.0921,0.0,0.694,0.724,124.022,1,1,229360,81.0
30,6DjIRlc7hnwSYT3lf95eVy,Girls Like (feat. Zara Larsson),5BOZ4skcMubA0R6RD4zf64,https://p.scdn.co/mp3-preview/3d83b0ec875ecd2b39e22cf5527237a71145814f?cid=e6a77915d1ff4ea8ba6a2b2025712ac9,2017-03-31,"['dance pop', 'edm', 'grime', 'house', 'pop dance', 'pop rap', 'tropical house']",0.916,0.815,-3.418,0.0495,0.386,6.34e-06,0.0765,0.577,120.032,0,1,195307,57.0
31,6DjIRlc7hnwSYT3lf95eVy,Long Way 2 Go,4v5kAh2wWyCSuKuhMJK8u6,https://p.scdn.co/mp3-preview/417639435995d7666718d818a350a86c654cad75?cid=e6a77915d1ff4ea8ba6a2b2025712ac9,2006-08-07,"['dance pop', 'hip pop', 'r&b', 'urban contemporary']",0.589,0.655,-8.138,0.0488,0.057,0.000353,0.372,0.675,105.272,8,1,220640,65.0
32,6DjIRlc7hnwSYT3lf95eVy,Super Bass,3hlksXnvbKogFdPbpO9vel,https://p.scdn.co/mp3-preview/7fea38b9e49efd0dfe62d2dd9a23a13e697614e1?cid=e6a77915d1ff4ea8ba6a2b2025712ac9,2010-11-22,"['dance pop', 'hip pop', 'pop', 'pop rap', 'queens hip hop']",0.723,0.86,-4.357,0.203,0.271,4.56e-06,0.598,0.667,126.979,11,1,200013,78.0
33,6DjIRlc7hnwSYT3lf95eVy,Million Reasons,7dZ1Odmx9jWIweQSatnRqo,https://p.scdn.co/mp3-preview/b761399273a5a420e1698b637a296db2567ade72?cid=e6a77915d1ff4ea8ba6a2b2025712ac9,2016-10-21,"['art pop', 'dance pop', 'pop']",0.666,0.423,-8.012,0.043,0.494,0.0,0.106,0.154,129.89,0,1,205280,76.0
34,6DjIRlc7hnwSYT3lf95eVy,Veni qui,77sPeNPRGmp1pEY2E0sFIw,https://p.scdn.co/mp3-preview/1f1d32f8f5a1c27c192d8fa6b4add52cf8aeaabb?cid=e6a77915d1ff4ea8ba6a2b2025712ac9,2019-10-11,"['french hip hop', 'pop urbaine', 'rap conscient', 'rap francais']",0.762,0.76,-5.394,0.167,0.651,0.0,0.147,0.577,94.01,4,0,188017,51.0
35,6DjIRlc7hnwSYT3lf95eVy,Tell It To My Heart,46nvQpUDsxpS08UTFOeKTA,https://p.scdn.co/mp3-preview/0f2aa09a6812f4908f879dfafc289088bac7b164?cid=e6a77915d1ff4ea8ba6a2b2025712ac9,2021-10-29,"['edm', 'pop', 'pop dance', 'pop house', 'tropical house']",0.539,0.715,-6.639,0.0595,0.0265,0.0,0.609,0.489,123.854,11,0,165524,79.0
36,6DjIRlc7hnwSYT3lf95eVy,One (Your Name) - Radio Edit,1qZMPmpD1jDcOA7gZ6TCde,https://p.scdn.co/mp3-preview/82f51d06fe71b43dceafca66dff0cfbfb23a2cea?cid=e6a77915d1ff4ea8ba6a2b2025712ac9,2010-01-01,"['edm', 'electro house', 'pop', 'pop dance', 'progressive electro house']",0.733,0.673,-6.572,0.0333,0.0132,0.0049,0.16,0.636,125.061,9,0,163247,63.0
37,6DjIRlc7hnwSYT3lf95eVy,I Was Made,0ieEZjHQO5eq9Uad7opItK,https://p.scdn.co/mp3-preview/e75b3dfcdaea84d5dccba335bebdd5f52956d7c3?cid=e6a77915d1ff4ea8ba6a2b2025712ac9,2020-11-27,"['dance pop', 'edm', 'electro house', 'melbourne bounce international', 'pop dance', 'slap house', 'tropical house']",0.609,0.85,-3.471,0.0268,0.0823,0.0,0.0999,0.314,128.006,1,1,155399,67.0
38,6DjIRlc7hnwSYT3lf95eVy,Blue Eyes Forever,5eXxyV07hVH8VxAwYP0VL6,https://p.scdn.co/mp3-preview/41c39c608ef007fe7fa2e59a38e9c08d7e56fcee?cid=e6a77915d1ff4ea8ba6a2b2025712ac9,2020-05-15,"['modern alternative pop', 'uk pop', 'vapor pop']",0.736,0.587,-8.607,0.0845,0.584,0.0169,0.109,0.813,77.999,8,0,203077,53.0
39,6DjIRlc7hnwSYT3lf95eVy,À qui la faute,6qt19RYFTRm8d3NdeYPVAF,https://p.scdn.co/mp3-preview/eddf10766fe22e0903e7973525ce4331bb02cae9?cid=e6a77915d1ff4ea8ba6a2b2025712ac9,2021-07-02,"['francoton', 'pop urbaine']",0.697,0.439,-8.499,0.0421,0.835,4.31e-05,0.111,0.182,95.956,9,0,205000,53.0
40,6DjIRlc7hnwSYT3lf95eVy,Love On The Brain,5oO3drDxtziYU2H1X23ZIp,https://p.scdn.co/mp3-preview/18a0e05670462d5f72414396468856f3dc231621?cid=e6a77915d1ff4ea8ba6a2b2025712ac9,2016-01-28,"['barbadian pop', 'dance pop', 'pop', 'pop rap', 'urban contemporary']",0.509,0.637,-4.83,0.0471,0.0717,1.08e-05,0.0789,0.378,172.006,4,0,224000,81.0
41,6DjIRlc7hnwSYT3lf95eVy,Kobe (feat. Zola),3Jm426HsqodAGC1U9OgTFv,https://p.scdn.co/mp3-preview/30e1e481e8b331061c8e749eb537805fa6ba624e?cid=e6a77915d1ff4ea8ba6a2b2025712ac9,2020-11-27,"['french hip hop', 'pop urbaine', 'rap francais']",0.912,0.521,-7.26,0.304,0.14,0.0,0.363,0.357,127.117,9,1,143947,46.0
42,6DjIRlc7hnwSYT3lf95eVy,I Got Love,43wgyQXc2M9KmTDUqVzugM,https://p.scdn.co/mp3-preview/74c38209ee83e3a7aa7790d975828530fe61c72d?cid=e6a77915d1ff4ea8ba6a2b2025712ac9,2016-09-09,"['estonian hip hop', 'russian hip hop', 'russian trap', 'uzbek pop']",0.666,0.862,-4.376,0.203,0.154,0.0,0.139,0.203,106.028,2,0,276688,67.0
43,6DjIRlc7hnwSYT3lf95eVy,Del Mar,5cpJFiNwYyWwFLH0V6B3N8,https://p.scdn.co/mp3-preview/177e2d290cfac83c63a557e6f48614edc3653f92?cid=e6a77915d1ff4ea8ba6a2b2025712ac9,2020-09-04,"['latin', 'puerto rican pop', 'reggaeton', 'trap latino']",0.759,0.636,-5.585,0.0369,0.0224,0.000143,0.166,0.536,109.976,6,1,214507,76.0
44,6DjIRlc7hnwSYT3lf95eVy,Bittersweet Symphony (feat. Emily Roberts),6sYJuVcEu4gFHmeTLdHzRz,https://p.scdn.co/mp3-preview/f94aeb642a505b05d9d80c2ef0a99c29f9640676?cid=e6a77915d1ff4ea8ba6a2b2025712ac9,2019-03-29,"['deep house', 'deep tropical house', 'edm', 'german dance', 'pop dance', 'pop edm', 'tropical house']",0.676,0.582,-7.58,0.128,0.221,0.00627,0.515,0.447,124.012,9,1,194618,64.0
45,6DjIRlc7hnwSYT3lf95eVy,Again (feat. XXXTENTACION) - Alan Walker Remix,0Kk8NWt2aj8OXeYONMzxrk,https://p.scdn.co/mp3-preview/817b25e8daee20a41cda6e169a9de21f5329cceb?cid=e6a77915d1ff4ea8ba6a2b2025712ac9,2017-12-19,"['dance pop', 'pop', 'post-teen pop']",0.679,0.933,-3.671,0.0494,0.00391,4.75e-05,0.109,0.328,120.08,9,0,165227,42.0
46,6DjIRlc7hnwSYT3lf95eVy,Hold Me While You Wait,60iSKGrGazRzICtMjADNSM,https://p.scdn.co/mp3-preview/3c924538ffb28e16dc61bf0bcb91bf56f4042154?cid=e6a77915d1ff4ea8ba6a2b2025712ac9,2019-05-17,"['pop', 'uk pop']",0.688,0.53,-5.507,0.0333,0.443,0.0,0.0995,0.162,106.958,11,1,205687,76.0
47,6DjIRlc7hnwSYT3lf95eVy,I Won't Give Up,53QF56cjZA9RTuuMZDrSA6,https://p.scdn.co/mp3-preview/f44541a53256e4d5c8f2e2b568ba5f632a58b1a2?cid=e6a77915d1ff4ea8ba6a2b2025712ac9,2012-04-13,"['acoustic pop', 'neo mellow', 'pop', 'pop rock']",0.483,0.303,-10.058,0.0429,0.694,0.0,0.115,0.139,133.406,4,1,240166,71.0
48,6DjIRlc7hnwSYT3lf95eVy,"After The Storm (feat. Tyler, The Creator & Bootsy Collins)",1otG6j1WHNvl9WgXLWkHTo,https://p.scdn.co/mp3-preview/b1294cded3a0853e6f204952e832d15901753f0f?cid=e6a77915d1ff4ea8ba6a2b2025712ac9,2018-04-06,"['colombian pop', 'dance pop', 'pop', 'r&b']",0.702,0.659,-6.766,0.13,0.301,0.00201,0.218,0.843,79.64,4,0,207455,77.0
49,6DjIRlc7hnwSYT3lf95eVy,Vermissen (feat. Henning May),07f2b3CTdgKKlhv0mqUksz,https://p.scdn.co/mp3-preview/6cae3db355b3bc42ec47b396249fbd6bc3a2f6a9?cid=e6a77915d1ff4ea8ba6a2b2025712ac9,2019-06-14,"['frauenrap', 'german hip hop', 'german pop']",0.717,0.668,-5.003,0.0554,0.169,0.0,0.0673,0.464,89.045,9,0,161882,59.0
50,6DjIRlc7hnwSYT3lf95eVy,One (Your Name) - Radio Edit,1qZMPmpD1jDcOA7gZ6TCde,https://p.scdn.co/mp3-preview/82f51d06fe71b43dceafca66dff0cfbfb23a2cea?cid=e6a77915d1ff4ea8ba6a2b2025712ac9,2010-01-01,"['edm', 'electro house', 'pop', 'pop dance', 'progressive electro house']",0.733,0.673,-6.572,0.0333,0.0132,0.0049,0.16,0.636,125.061,9,0,163247,63.0
51,6DjIRlc7hnwSYT3lf95eVy,High Enough,1D9HQactbJoUudf9B119Y5,https://p.scdn.co/mp3-preview/b51bf157a6fa403b22f7680d18b685f14152a9ef?cid=e6a77915d1ff4ea8ba6a2b2025712ac9,2017-04-07,"['electropop', 'escape room', 'hip pop', 'modern rock', 'pop', 'rock']",0.368,0.619,-4.989,0.0411,0.0304,0.0969,0.167,0.51,89.013,0,1,231600,72.0
52,6DjIRlc7hnwSYT3lf95eVy,Treat You Better,3QGsuHI8jO1Rx4JWLUh9jd,https://p.scdn.co/mp3-preview/4262fe689658263bddea2d270fb567df160365dc?cid=e6a77915d1ff4ea8ba6a2b2025712ac9,2017-04-20,"['canadian pop', 'dance pop', 'pop', 'viral pop']",0.444,0.819,-4.078,0.341,0.106,0.0,0.107,0.747,82.695,10,0,187973,83.0
53,6DjIRlc7hnwSYT3lf95eVy,Xheloz,3aG5lNDFLNGSIqyHqbOd7A,https://p.scdn.co/mp3-preview/3879eca2e82d986878568c981224a111d49b3411?cid=e6a77915d1ff4ea8ba6a2b2025712ac9,2018-02-10,['albanian pop'],0.406,0.654,-5.386,0.142,0.674,2.09e-05,0.0713,0.895,205.785,10,0,169515,31.0
54,6DjIRlc7hnwSYT3lf95eVy,Drive By,0KAiuUOrLTIkzkpfpn9jb9,https://p.scdn.co/mp3-preview/e1667c3894995234eccf7777212986d6d1f7a8fa?cid=e6a77915d1ff4ea8ba6a2b2025712ac9,2012-04-17,"['dance pop', 'neo mellow', 'pop', 'pop rock']",0.765,0.837,-3.113,0.032,0.00107,1.06e-05,0.0801,0.721,122.028,1,0,195973,77.0
55,6DjIRlc7hnwSYT3lf95eVy,Never Forget You,6hmhG1b4LEyNuashVvuIAo,https://p.scdn.co/mp3-preview/ffa9279140efd58fa454f14f33060a4680789d6c?cid=e6a77915d1ff4ea8ba6a2b2025712ac9,2017-03-17,"['dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'post-teen pop', 'scandipop', 'swedish electropop', 'swedish pop', 'tropical house']",0.583,0.732,-5.728,0.0457,0.00312,9.86e-06,0.269,0.276,145.992,11,0,213428,74.0
56,6DjIRlc7hnwSYT3lf95eVy,Slide (feat. Frank Ocean & Migos),6gpcs5eMhJwax4mIfKDYQk,https://p.scdn.co/mp3-preview/5e62093d31cd93448cd76f4814e85f5f4045e697?cid=e6a77915d1ff4ea8ba6a2b2025712ac9,2017-02-24,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'pop dance', 'pop rap', 'progressive house', 'uk dance']",0.736,0.795,-3.299,0.0545,0.498,1.21e-06,0.254,0.511,104.066,1,0,230813,73.0
57,6DjIRlc7hnwSYT3lf95eVy,Stay the Night,7FFl1IHSsPWsfUCladsCl9,https://p.scdn.co/mp3-preview/d1e68a625969bff6d6da2754fd6685d0eb6d0814?cid=e6a77915d1ff4ea8ba6a2b2025712ac9,2010-11-08,"['neo mellow', 'pop', 'pop rock']",0.528,0.886,-6.249,0.0329,0.0159,0.0,0.0758,0.8,96.001,11,0,216333,62.0
58,6DjIRlc7hnwSYT3lf95eVy,Bulletproof,3kMrazSvILsgcwtidZd1Qd,https://p.scdn.co/mp3-preview/e97d75905c7f6c939568c713bf2d0d9d6676637a?cid=e6a77915d1ff4ea8ba6a2b2025712ac9,2009,"['alternative dance', 'dance pop', 'electronica', 'electropop', 'neo-synthpop', 'new rave']",0.674,0.882,-2.771,0.0477,0.000441,6.47e-05,0.068,0.682,123.016,3,0,205733,71.0
59,6DjIRlc7hnwSYT3lf95eVy,Man Down,1Bx0zEdVjkFlV27iKaePug,https://p.scdn.co/mp3-preview/51ddddfee146cd5f4908fbaae4785455fdfe7589?cid=e6a77915d1ff4ea8ba6a2b2025712ac9,2010-11-16,"['barbadian pop', 'dance pop', 'pop', 'pop rap', 'urban contemporary']",0.47,0.904,-4.024,0.177,0.0436,0.0,0.0491,0.557,155.788,0,0,267000,69.0
60,6DjIRlc7hnwSYT3lf95eVy,A Drop In The Ocean,5JDcQAztvZTIkrWoZihgvC,https://p.scdn.co/mp3-preview/b1d65c040718039906c5b61ed2677e1307572426?cid=e6a77915d1ff4ea8ba6a2b2025712ac9,2008-05-04,"['acoustic pop', 'neo mellow', 'piano rock', 'pop rock', 'viral pop']",0.447,0.393,-8.65,0.038,0.785,0.0,0.28,0.564,73.139,5,1,220239,70.0
61,6DjIRlc7hnwSYT3lf95eVy,Mr. Saxobeat,2dmZy75CTSv6BFo7IbO0eK,https://p.scdn.co/mp3-preview/8b853eab427be971456bcab0cf3f63c76f3e617f?cid=e6a77915d1ff4ea8ba6a2b2025712ac9,2020-02-21,"['german dance', 'pop dance', 'pop house']",0.638,0.889,-5.276,0.127,0.0476,0.0336,0.24,0.511,127.012,11,0,151181,63.0
62,6DjIRlc7hnwSYT3lf95eVy,Dancing In The Moonlight (feat. NEIMY),4GSDkZt7GcmzBWmsMcpaVO,https://p.scdn.co/mp3-preview/9bee18ad9595fc18fdb01d90b621d3e786332b8e?cid=e6a77915d1ff4ea8ba6a2b2025712ac9,2018-06-22,"['dance pop', 'deep house', 'pop dance', 'swedish pop', 'tropical house']",0.659,0.615,-5.865,0.0644,0.27,0.0,0.187,0.193,119.843,11,0,164010,73.0
63,6DjIRlc7hnwSYT3lf95eVy,Küsse wie Gift,30YfM60marCBbIDOVxa7Lk,https://p.scdn.co/mp3-preview/32e79251b2f63e2893dac265253cfc132fffcf8b?cid=e6a77915d1ff4ea8ba6a2b2025712ac9,2021-11-05,['german pop'],0.658,0.604,-5.544,0.114,0.121,0.0,0.0764,0.27,159.884,2,0,165587,60.0
